MT;Status;Tag;Field_Name;Content_Options;KeyMTTag
527;M;95P;(see qualifier description);P, Q, or R;527#95P
527;M;95Q;(see qualifier description);P, Q, or R;527#95Q
527;M;95R;(see qualifier description);P, Q, or R;527#95R
527;O;97A;Safekeeping Account;A or B;527#97A
527;O;97B;Safekeeping Account;A or B;527#97B
527;M;98A;(see qualifier description);A, C, or E;527#98A
527;M;98C;(see qualifier description);A, C, or E;527#98C
527;M;98E;(see qualifier description);A, C, or E;527#98E
527;O;99B;Minimum Notice Period;:4!c//3!n;527#99B
530;O;12A;Classification Type;:4!c/[8c]/30x;530#12A
530;O;13A;Linked Message;A or B;530#13A
530;O;13B;Linked Message;A or B;530#13B
530;M;16R;Start of Block;GENL;530#16R
530;M;16S;End of Block;GENL;530#16S
530;O;17B;Buy-in;:4!c//1!a;530#17B
530;O;19A;Cash Compensation Amount;:4!c//[N]3!a15d;530#19A
530;M;20A;(see qualifier description);C or U;530#20A
530;M;20C;(see qualifier description);C or U;530#20C
530;M;20U;(see qualifier description);C or U;530#20U
530;M;22F;(see qualifier description);:4!c/[8c]/4!c;530#22F
530;M;23G;Function of the Message;4!c[/4!c];530#23G
530;M;24B;(see qualifier description);:4!c/[8c]/4!c;530#24B
530;M;25D;Instruction Processing Status;:4!c/[8c]/4!c;530#25D
530;O;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];530#35B
530;O;36B;Quantity of Financial Instrument to be Settled;:4!c//4!c/15d;530#36B
530;O;70D;Reason Narrative;:4!c//6*35x;530#70D
530;O;90A;Buy-in Price;A or B;530#90A
530;O;90B;Buy-in Price;A or B;530#90B
530;O;95A;(see qualifier description);L, P, or R;530#95A
530;O;95L;(see qualifier description);L, P, or R;530#95L
530;O;95P;(see qualifier description);L, P, or R;530#95P
530;O;95R;(see qualifier description);L, P, or R;530#95R
530;M;97A;Safekeeping Account;A or B;530#97A
530;M;97B;Safekeeping Account;A or B;530#97B
530;O;98A;Preparation Date/Time;A, C, or E;530#98A
530;O;98C;Preparation Date/Time;A, C, or E;530#98C
530;O;98E;Preparation Date/Time;A, C, or E;530#98E
535;O;11A;Currency of Denomination;:4!c//3!a;535#11A
535;O;12A;(see qualifier description);A, B, or C;535#12A
535;O;12B;(see qualifier description);A, B, or C;535#12B
535;O;12C;(see qualifier description);A, B, or C;535#12C
535;O;13A;Statement Number;A or J;535#13A
535;O;13B;Lot Number;:4!c/[8c]/30x;535#13B
535;O;13J;Statement Number;A or J;535#13J
535;M;16R;Start of Block;GENL;535#16R
535;M;16S;End of Block;LINK;535#16S
535;M;17B;(see qualifier description);:4!c//1!a;535#17B
535;O;19A;(see qualifier description);:4!c//[N]3!a15d;535#19A
535;M;20C;Sender's Message Reference;:4!c//16x;535#20C
535;O;22A;Exposure Type Indicator;F or H;535#22A
535;O;22F;Exposure Type Indicator;F or H;535#22F
535;O;22H;Exposure Type Indicator;F or H;535#22H
535;M;23G;Function of the Message;4!c[/4!c];535#23G
535;M;28E;Page Number/Continuation Indicator;5n/4!c;535#28E
535;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];535#35B
535;O;36B;(see qualifier description);:4!c//4!c/15d;535#36B
535;O;70C;Sub-balance Details Narrative;:4!c//4*35x;535#70C
535;O;70E;Financial Instrument Attribute Narrative;:4!c//10*35x;535#70E
535;O;70H;Additional Text;:4!c//2500z;535#70H
535;O;90A;(see qualifier description);A or B;535#90A
535;O;90B;(see qualifier description);A or B;535#90B
535;O;92A;(see qualifier description);:4!c//[N]15d;535#92A
535;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;535#92B
535;M;93A;(see qualifier description);B or C;535#93A
535;M;93B;(see qualifier description);B or C;535#93B
535;M;93C;(see qualifier description);B or C;535#93C
535;O;94A;Place of Safekeeping;B, C, F, or L;535#94A
535;O;94B;Place of Safekeeping;B, C, F, or L;535#94B
535;O;94C;Place of Safekeeping;B, C, F, or L;535#94C
535;O;94F;Place of Safekeeping;B, C, F, or L;535#94F
535;O;94L;Place of Safekeeping;B, C, F, or L;535#94L
535;O;95A;(see qualifier description);L, P, or R;535#95A
535;O;95L;(see qualifier description);L, P, or R;535#95L
535;O;95P;(see qualifier description);L, P, or R;535#95P
535;O;95R;(see qualifier description);L, P, or R;535#95R
535;M;97A;Safekeeping Account;A or B;535#97A
535;M;97B;Safekeeping Account;A or B;535#97B
535;M;98A;(see qualifier description);A, C, or E;535#98A
535;M;98C;(see qualifier description);A, C, or E;535#98C
535;M;98E;(see qualifier description);A, C, or E;535#98E
535;O;99A;Number of Days Accrued;:4!c//[N]3!n;535#99A
536;O;13A;Statement Number;A or J;536#13A
536;O;13J;Statement Number;A or J;536#13J
536;M;16R;Start of Block;GENL;536#16R
536;M;16S;End of Block;LINK;536#16S
536;M;17B;(see qualifier description);:4!c//1!a;536#17B
536;O;19A;(see qualifier description);:4!c//[N]3!a15d;536#19A
536;M;20A;(see qualifier description);C or U;536#20A
536;M;20C;(see qualifier description);C or U;536#20C
536;M;20U;(see qualifier description);C or U;536#20U
536;M;22A;(see qualifier description);F or H;536#22A
536;M;22F;(see qualifier description);F or H;536#22F
536;M;22H;(see qualifier description);F or H;536#22H
536;M;23G;Function of the Message;4!c[/4!c];536#23G
536;O;25D;Movement Status;:4!c/[8c]/4!c;536#25D
536;M;28E;Page Number/Continuation Indicator;5n/4!c;536#28E
536;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];536#35B
536;M;36B;Posting Quantity;:4!c//4!c/15d;536#36B
536;M;69A;Statement Period;A or B;536#69A
536;M;69B;Statement Period;A or B;536#69B
536;O;70E;Transaction Details Narrative;:4!c//10*35x;536#70E
536;O;90A;(see qualifier description);A or B;536#90A
536;O;90B;(see qualifier description);A or B;536#90B
536;O;93B;(see qualifier description);:4!c/[8c]/4!c/[N]15d;536#93B
536;O;94A;Place of Safekeeping;B, C, F, or L;536#94A
536;O;94B;Place of Safekeeping;B, C, F, or L;536#94B
536;O;94C;Place of Safekeeping;B, C, F, or L;536#94C
536;O;94F;Place of Safekeeping;B, C, F, or L;536#94F
536;O;94L;Place of Safekeeping;B, C, F, or L;536#94L
536;O;95A;(see qualifier description);L, P, or R;536#95A
536;O;95L;(see qualifier description);L, P, or R;536#95L
536;O;95P;(see qualifier description);L, P, or R;536#95P
536;O;95R;(see qualifier description);L, P, or R;536#95R
536;M;97A;Safekeeping Account;A or B;536#97A
536;M;97B;Safekeeping Account;A or B;536#97B
536;O;98A;Preparation Date/Time;A, C, or E;536#98A
536;O;98C;Preparation Date/Time;A, C, or E;536#98C
536;O;98E;Preparation Date/Time;A, C, or E;536#98E
536;O;99A;Number of Days Accrued;:4!c//[N]3!n;536#99A
537;O;11A;Currency of Penalties;:4!c//3!a;537#11A
537;O;12A;Classification Type;A or C;537#12A
537;O;12C;Classification Type;A or C;537#12C
537;O;13A;Statement Number;A or J;537#13A
537;O;13J;Statement Number;A or J;537#13J
537;M;16R;Start of Block;GENL;537#16R
537;M;16S;End of Block;LINK;537#16S
537;M;17B;Activity Flag;:4!c//1!a;537#17B
537;O;19A;(see qualifier description);:4!c//[N]3!a15d;537#19A
537;M;20A;(see qualifier description);C or U;537#20A
537;M;20C;(see qualifier description);C or U;537#20C
537;M;20U;(see qualifier description);C or U;537#20U
537;M;22A;(see qualifier description);F or H;537#22A
537;M;22F;(see qualifier description);F or H;537#22F
537;M;22H;(see qualifier description);F or H;537#22H
537;M;23G;Function of the Message;4!c[/4!c];537#23G
537;M;24B;(see qualifier description);:4!c/[8c]/4!c;537#24B
537;M;25D;(see qualifier description);:4!c/[8c]/4!c;537#25D
537;M;28E;Page Number/Continuation Indicator;5n/4!c;537#28E
537;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];537#35B
537;M;36B;Posting Quantity;:4!c//4!c/15d;537#36B
537;O;69A;Statement Period;A or B;537#69A
537;O;69B;Statement Period;A or B;537#69B
537;O;70D;Reason Narrative;:4!c//6*35x;537#70D
537;O;70E;Transaction Details Narrative;:4!c//10*35x;537#70E
537;O;90A;Price;A or B;537#90A
537;O;90B;Price;A or B;537#90B
537;O;92A;(see qualifier description);A or B;537#92A
537;O;92B;(see qualifier description);A or B;537#92B
537;O;94A;(see qualifier description);B, C, F, H, or L;537#94A
537;O;94B;(see qualifier description);B, C, F, H, or L;537#94B
537;O;94C;(see qualifier description);B, C, F, H, or L;537#94C
537;O;94F;(see qualifier description);B, C, F, H, or L;537#94F
537;O;94H;(see qualifier description);B, C, F, H, or L;537#94H
537;O;94L;(see qualifier description);B, C, F, H, or L;537#94L
537;O;95A;(see qualifier description);L, P, or R;537#95A
537;O;95L;(see qualifier description);L, P, or R;537#95L
537;O;95P;(see qualifier description);L, P, or R;537#95P
537;O;95R;(see qualifier description);L, P, or R;537#95R
537;M;97A;Safekeeping Account;A or B;537#97A
537;M;97B;Safekeeping Account;A or B;537#97B
537;M;98A;(see qualifier description);A, C, or E;537#98A
537;M;98C;(see qualifier description);A, C, or E;537#98C
537;M;98E;(see qualifier description);A, C, or E;537#98E
537;M;99A;Number Days;:4!c//[N]3!n;537#99A
538;O;11A;Currency of Denomination;:4!c//3!a;538#11A
538;O;12A;(see qualifier description);A, B, or C;538#12A
538;O;12B;(see qualifier description);A, B, or C;538#12B
538;O;12C;(see qualifier description);A, B, or C;538#12C
538;O;13A;Statement Number;A or J;538#13A
538;O;13B;Securities Sub-balance Identification;:4!c/[8c]/30x;538#13B
538;O;13J;Statement Number;A or J;538#13J
538;M;16R;Start of Block;GENL;538#16R
538;M;16S;End of Block;LINK;538#16S
538;M;17B;Activity Flag;:4!c//1!a;538#17B
538;O;19A;Collateral Monitor Amount;:4!c//[N]3!a15d;538#19A
538;M;20C;Sender's Message Reference;:4!c//16x;538#20C
538;O;22F;(see qualifier description);:4!c/[8c]/4!c;538#22F
538;M;23G;Function of the Message;4!c[/4!c];538#23G
538;M;28E;Page Number/Continuation Indicator;5n/4!c;538#28E
538;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];538#35B
538;O;36B;(see qualifier description);:4!c//4!c/15d;538#36B
538;M;69A;Statement Period;A or B;538#69A
538;M;69B;Statement Period;A or B;538#69B
538;O;70E;Financial Instrument Attribute Narrative;:4!c//10*35x;538#70E
538;O;90A;(see qualifier description);A or B;538#90A
538;O;90B;(see qualifier description);A or B;538#90B
538;O;92A;(see qualifier description);:4!c//[N]15d;538#92A
538;M;93A;Balance From;:4!c/[8c]/4!c;538#93A
538;O;94A;Place of Safekeeping;B, C, or F;538#94A
538;O;94B;Place of Safekeeping;B, C, or F;538#94B
538;O;94C;Place of Safekeeping;B, C, or F;538#94C
538;O;94F;Place of Safekeeping;B, C, or F;538#94F
538;O;95A;Account Owner;P or R;538#95A
538;O;95P;Account Owner;P or R;538#95P
538;O;95R;Account Owner;P or R;538#95R
538;M;97A;Safekeeping Account;A or B;538#97A
538;M;97B;Safekeeping Account;A or B;538#97B
538;O;98A;Preparation Date/Time;A, C, or E;538#98A
538;O;98C;Preparation Date/Time;A, C, or E;538#98C
538;O;98E;Preparation Date/Time;A, C, or E;538#98E
540;O;11A;Currency of Denomination;:4!c//3!a;540#11A
540;O;12A;(see qualifier description);A, B, or C;540#12A
540;O;12B;(see qualifier description);A, B, or C;540#12B
540;O;12C;(see qualifier description);A, B, or C;540#12C
540;O;13A;Linked Message;A or B;540#13A
540;O;13B;Linked Message;A or B;540#13B
540;M;16R;Start of Block;GENL;540#16R
540;M;16S;End of Block;LINK;540#16S
540;O;17B;(see qualifier description);:4!c//1!a;540#17B
540;O;19A;(see qualifier description);:4!c//[N]3!a15d;540#19A
540;M;20A;(see qualifier description);C or U;540#20A
540;M;20C;(see qualifier description);C or U;540#20C
540;M;20U;(see qualifier description);C or U;540#20U
540;O;22F;Linkage Type Indicator;:4!c/[8c]/4!c;540#22F
540;M;23G;Function of the Message;4!c[/4!c];540#23G
540;O;25D;(see qualifier description);:4!c/[8c]/4!c;540#25D
540;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];540#35B
540;O;36B;(see qualifier description);:4!c//4!c/15d;540#36B
540;O;70A;(see qualifier description);C, D, or E;540#70A
540;O;70C;(see qualifier description);C, D, or E;540#70C
540;O;70D;(see qualifier description);C, D, or E;540#70D
540;O;70E;(see qualifier description);C, D, or E;540#70E
540;O;90A;Deal Price;A or B;540#90A
540;O;90B;Deal Price;A or B;540#90B
540;O;92A;(see qualifier description);:4!c//[N]15d;540#92A
540;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;540#92B
540;O;94A;(see qualifier description);B, H, or L;540#94A
540;O;94B;(see qualifier description);B, H, or L;540#94B
540;O;94H;(see qualifier description);B, H, or L;540#94H
540;O;94L;(see qualifier description);B, H, or L;540#94L
540;O;95A;(see qualifier description);L, P, or R;540#95A
540;O;95L;(see qualifier description);L, P, or R;540#95L
540;O;95P;(see qualifier description);L, P, or R;540#95P
540;O;95R;(see qualifier description);L, P, or R;540#95R
540;M;97A;(see qualifier description);A, B, or E;540#97A
540;M;97B;(see qualifier description);A, B, or E;540#97B
540;M;97E;(see qualifier description);A, B, or E;540#97E
540;O;98A;Preparation Date/Time;A, C, or E;540#98A
540;O;98C;Preparation Date/Time;A, C, or E;540#98C
540;O;98E;Preparation Date/Time;A, C, or E;540#98E
540;O;99A;Number of Days Accrued;:4!c//[N]3!n;540#99A
540;O;99B;(see qualifier description);:4!c//3!n;540#99B
541;O;11A;Currency of Denomination;:4!c//3!a;541#11A
541;O;12A;(see qualifier description);A, B, or C;541#12A
541;O;12B;(see qualifier description);A, B, or C;541#12B
541;O;12C;(see qualifier description);A, B, or C;541#12C
541;O;13A;Linked Message;A or B;541#13A
541;O;13B;Linked Message;A or B;541#13B
541;M;16R;Start of Block;GENL;541#16R
541;M;16S;End of Block;LINK;541#16S
541;O;17B;(see qualifier description);:4!c//1!a;541#17B
541;O;19A;(see qualifier description);:4!c//[N]3!a15d;541#19A
541;M;20A;(see qualifier description);C or U;541#20A
541;M;20C;(see qualifier description);C or U;541#20C
541;M;20U;(see qualifier description);C or U;541#20U
541;O;22F;Linkage Type Indicator;:4!c/[8c]/4!c;541#22F
541;M;23G;Function of the Message;4!c[/4!c];541#23G
541;O;25D;(see qualifier description);:4!c/[8c]/4!c;541#25D
541;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];541#35B
541;O;36B;(see qualifier description);:4!c//4!c/15d;541#36B
541;O;70A;(see qualifier description);C, D, or E;541#70A
541;O;70C;(see qualifier description);C, D, or E;541#70C
541;O;70D;(see qualifier description);C, D, or E;541#70D
541;O;70E;(see qualifier description);C, D, or E;541#70E
541;O;90A;Deal Price;A or B;541#90A
541;O;90B;Deal Price;A or B;541#90B
541;O;92A;(see qualifier description);:4!c//[N]15d;541#92A
541;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;541#92B
541;O;94A;(see qualifier description);B, H, or L;541#94A
541;O;94B;(see qualifier description);B, H, or L;541#94B
541;O;94H;(see qualifier description);B, H, or L;541#94H
541;O;94L;(see qualifier description);B, H, or L;541#94L
541;O;95A;(see qualifier description);L, P, or R;541#95A
541;O;95L;(see qualifier description);L, P, or R;541#95L
541;O;95P;(see qualifier description);L, P, or R;541#95P
541;O;95R;(see qualifier description);L, P, or R;541#95R
541;M;97A;(see qualifier description);A, B, or E;541#97A
541;M;97B;(see qualifier description);A, B, or E;541#97B
541;M;97E;(see qualifier description);A, B, or E;541#97E
541;O;98A;Preparation Date/Time;A, C, or E;541#98A
541;O;98C;Preparation Date/Time;A, C, or E;541#98C
541;O;98E;Preparation Date/Time;A, C, or E;541#98E
541;O;99A;Number of Days Accrued;:4!c//[N]3!n;541#99A
541;O;99B;(see qualifier description);:4!c//3!n;541#99B
542;O;11A;Currency of Denomination;:4!c//3!a;542#11A
542;O;12A;(see qualifier description);A, B, or C;542#12A
542;O;12B;(see qualifier description);A, B, or C;542#12B
542;O;12C;(see qualifier description);A, B, or C;542#12C
542;O;13A;Linked Message;A or B;542#13A
542;O;13B;Linked Message;A or B;542#13B
542;M;16R;Start of Block;GENL;542#16R
542;M;16S;End of Block;LINK;542#16S
542;O;17B;(see qualifier description);:4!c//1!a;542#17B
542;O;19A;(see qualifier description);:4!c//[N]3!a15d;542#19A
542;M;20A;(see qualifier description);C or U;542#20A
542;M;20C;(see qualifier description);C or U;542#20C
542;M;20U;(see qualifier description);C or U;542#20U
542;O;22F;Linkage Type Indicator;:4!c/[8c]/4!c;542#22F
542;M;23G;Function of the Message;4!c[/4!c];542#23G
542;O;25D;(see qualifier description);:4!c/[8c]/4!c;542#25D
542;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];542#35B
542;O;36B;(see qualifier description);:4!c//4!c/15d;542#36B
542;O;70A;(see qualifier description);C, D, or E;542#70A
542;O;70C;(see qualifier description);C, D, or E;542#70C
542;O;70D;(see qualifier description);C, D, or E;542#70D
542;O;70E;(see qualifier description);C, D, or E;542#70E
542;O;90A;Deal Price;A or B;542#90A
542;O;90B;Deal Price;A or B;542#90B
542;O;92A;(see qualifier description);:4!c//[N]15d;542#92A
542;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;542#92B
542;O;94A;(see qualifier description);B, H, or L;542#94A
542;O;94B;(see qualifier description);B, H, or L;542#94B
542;O;94H;(see qualifier description);B, H, or L;542#94H
542;O;94L;(see qualifier description);B, H, or L;542#94L
542;O;95A;(see qualifier description);L, P, or R;542#95A
542;O;95L;(see qualifier description);L, P, or R;542#95L
542;O;95P;(see qualifier description);L, P, or R;542#95P
542;O;95R;(see qualifier description);L, P, or R;542#95R
542;M;97A;(see qualifier description);A, B, or E;542#97A
542;M;97B;(see qualifier description);A, B, or E;542#97B
542;M;97E;(see qualifier description);A, B, or E;542#97E
542;O;98A;Preparation Date/Time;A, C, or E;542#98A
542;O;98C;Preparation Date/Time;A, C, or E;542#98C
542;O;98E;Preparation Date/Time;A, C, or E;542#98E
542;O;99A;Number of Days Accrued;:4!c//[N]3!n;542#99A
542;O;99B;(see qualifier description);:4!c//3!n;542#99B
543;O;11A;Currency of Denomination;:4!c//3!a;543#11A
543;O;12A;(see qualifier description);A, B, or C;543#12A
543;O;12B;(see qualifier description);A, B, or C;543#12B
543;O;12C;(see qualifier description);A, B, or C;543#12C
543;O;13A;Linked Message;A or B;543#13A
543;O;13B;Linked Message;A or B;543#13B
543;M;16R;Start of Block;GENL;543#16R
543;M;16S;End of Block;LINK;543#16S
543;O;17B;(see qualifier description);:4!c//1!a;543#17B
543;O;19A;(see qualifier description);:4!c//[N]3!a15d;543#19A
543;M;20A;(see qualifier description);C or U;543#20A
543;M;20C;(see qualifier description);C or U;543#20C
543;M;20U;(see qualifier description);C or U;543#20U
543;O;22F;Linkage Type Indicator;:4!c/[8c]/4!c;543#22F
543;M;23G;Function of the Message;4!c[/4!c];543#23G
543;O;25D;(see qualifier description);:4!c/[8c]/4!c;543#25D
543;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];543#35B
543;O;36B;(see qualifier description);:4!c//4!c/15d;543#36B
543;O;70A;(see qualifier description);C, D, or E;543#70A
543;O;70C;(see qualifier description);C, D, or E;543#70C
543;O;70D;(see qualifier description);C, D, or E;543#70D
543;O;70E;(see qualifier description);C, D, or E;543#70E
543;O;90A;Deal Price;A or B;543#90A
543;O;90B;Deal Price;A or B;543#90B
543;O;92A;(see qualifier description);:4!c//[N]15d;543#92A
543;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;543#92B
543;O;94A;(see qualifier description);B, H, or L;543#94A
543;O;94B;(see qualifier description);B, H, or L;543#94B
543;O;94H;(see qualifier description);B, H, or L;543#94H
543;O;94L;(see qualifier description);B, H, or L;543#94L
543;O;95A;(see qualifier description);L, P, or R;543#95A
543;O;95L;(see qualifier description);L, P, or R;543#95L
543;O;95P;(see qualifier description);L, P, or R;543#95P
543;O;95R;(see qualifier description);L, P, or R;543#95R
543;M;97A;(see qualifier description);A, B, or E;543#97A
543;M;97B;(see qualifier description);A, B, or E;543#97B
543;M;97E;(see qualifier description);A, B, or E;543#97E
543;O;98A;Preparation Date/Time;A, C, or E;543#98A
543;O;98C;Preparation Date/Time;A, C, or E;543#98C
543;O;98E;Preparation Date/Time;A, C, or E;543#98E
543;O;99A;Number of Days Accrued;:4!c//[N]3!n;543#99A
543;O;99B;(see qualifier description);:4!c//3!n;543#99B
544;O;11A;Currency of Denomination;:4!c//3!a;544#11A
544;O;12A;(see qualifier description);A, B, or C;544#12A
544;O;12B;(see qualifier description);A, B, or C;544#12B
544;O;12C;(see qualifier description);A, B, or C;544#12C
544;O;13A;Linked Message;A or B;544#13A
544;O;13B;Linked Message;A or B;544#13B
544;M;16R;Start of Block;GENL;544#16R
544;M;16S;End of Block;LINK;544#16S
544;O;17B;(see qualifier description);:4!c//1!a;544#17B
544;O;19A;(see qualifier description);:4!c//[N]3!a15d;544#19A
544;M;20A;(see qualifier description);C or U;544#20A
544;M;20C;(see qualifier description);C or U;544#20C
544;M;20U;(see qualifier description);C or U;544#20U
544;O;22A;(see qualifier description);F or H;544#22A
544;O;22F;(see qualifier description);F or H;544#22F
544;O;22H;(see qualifier description);F or H;544#22H
544;M;23G;Function of the Message;4!c[/4!c];544#23G
544;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];544#35B
544;O;36B;(see qualifier description);:4!c//4!c/15d;544#36B
544;O;70A;(see qualifier description);C, D, or E;544#70A
544;O;70C;(see qualifier description);C, D, or E;544#70C
544;O;70D;(see qualifier description);C, D, or E;544#70D
544;O;70E;(see qualifier description);C, D, or E;544#70E
544;O;90A;Deal Price;A or B;544#90A
544;O;90B;Deal Price;A or B;544#90B
544;O;92A;(see qualifier description);:4!c//[N]15d;544#92A
544;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;544#92B
544;O;94A;(see qualifier description);B, H, or L;544#94A
544;O;94B;(see qualifier description);B, H, or L;544#94B
544;O;94H;(see qualifier description);B, H, or L;544#94H
544;O;94L;(see qualifier description);B, H, or L;544#94L
544;O;95A;(see qualifier description);L, P, or R;544#95A
544;O;95L;(see qualifier description);L, P, or R;544#95L
544;O;95P;(see qualifier description);L, P, or R;544#95P
544;O;95R;(see qualifier description);L, P, or R;544#95R
544;M;97A;(see qualifier description);A, B, or E;544#97A
544;M;97B;(see qualifier description);A, B, or E;544#97B
544;M;97E;(see qualifier description);A, B, or E;544#97E
544;O;98A;Preparation Date/Time;A, C, or E;544#98A
544;O;98C;Preparation Date/Time;A, C, or E;544#98C
544;O;98E;Preparation Date/Time;A, C, or E;544#98E
544;O;99A;Number of Days Accrued;:4!c//[N]3!n;544#99A
544;O;99B;(see qualifier description);:4!c//3!n;544#99B
545;O;11A;Currency of Denomination;:4!c//3!a;545#11A
545;O;12A;(see qualifier description);A, B, or C;545#12A
545;O;12B;(see qualifier description);A, B, or C;545#12B
545;O;12C;(see qualifier description);A, B, or C;545#12C
545;O;13A;Linked Message;A or B;545#13A
545;O;13B;Linked Message;A or B;545#13B
545;M;16R;Start of Block;GENL;545#16R
545;M;16S;End of Block;LINK;545#16S
545;O;17B;(see qualifier description);:4!c//1!a;545#17B
545;O;19A;(see qualifier description);:4!c//[N]3!a15d;545#19A
545;M;20A;(see qualifier description);C or U;545#20A
545;M;20C;(see qualifier description);C or U;545#20C
545;M;20U;(see qualifier description);C or U;545#20U
545;O;22A;(see qualifier description);F or H;545#22A
545;O;22F;(see qualifier description);F or H;545#22F
545;O;22H;(see qualifier description);F or H;545#22H
545;M;23G;Function of the Message;4!c[/4!c];545#23G
545;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];545#35B
545;O;36B;(see qualifier description);:4!c//4!c/15d;545#36B
545;O;70A;(see qualifier description);C, D, or E;545#70A
545;O;70C;(see qualifier description);C, D, or E;545#70C
545;O;70D;(see qualifier description);C, D, or E;545#70D
545;O;70E;(see qualifier description);C, D, or E;545#70E
545;O;90A;Deal Price;A or B;545#90A
545;O;90B;Deal Price;A or B;545#90B
545;O;92A;(see qualifier description);:4!c//[N]15d;545#92A
545;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;545#92B
545;O;94A;(see qualifier description);B, H, or L;545#94A
545;O;94B;(see qualifier description);B, H, or L;545#94B
545;O;94H;(see qualifier description);B, H, or L;545#94H
545;O;94L;(see qualifier description);B, H, or L;545#94L
545;O;95A;(see qualifier description);L, P, or R;545#95A
545;O;95L;(see qualifier description);L, P, or R;545#95L
545;O;95P;(see qualifier description);L, P, or R;545#95P
545;O;95R;(see qualifier description);L, P, or R;545#95R
545;M;97A;(see qualifier description);A, B, or E;545#97A
545;M;97B;(see qualifier description);A, B, or E;545#97B
545;M;97E;(see qualifier description);A, B, or E;545#97E
545;O;98A;Preparation Date/Time;A, C, or E;545#98A
545;O;98C;Preparation Date/Time;A, C, or E;545#98C
545;O;98E;Preparation Date/Time;A, C, or E;545#98E
545;O;99A;Number of Days Accrued;:4!c//[N]3!n;545#99A
545;O;99B;(see qualifier description);:4!c//3!n;545#99B
546;O;11A;Currency of Denomination;:4!c//3!a;546#11A
546;O;12A;(see qualifier description);A, B, or C;546#12A
546;O;12B;(see qualifier description);A, B, or C;546#12B
546;O;12C;(see qualifier description);A, B, or C;546#12C
546;O;13A;Linked Message;A or B;546#13A
546;O;13B;Linked Message;A or B;546#13B
546;M;16R;Start of Block;GENL;546#16R
546;M;16S;End of Block;LINK;546#16S
546;O;17B;(see qualifier description);:4!c//1!a;546#17B
546;O;19A;(see qualifier description);:4!c//[N]3!a15d;546#19A
546;M;20A;(see qualifier description);C or U;546#20A
546;M;20C;(see qualifier description);C or U;546#20C
546;M;20U;(see qualifier description);C or U;546#20U
546;O;22A;(see qualifier description);F or H;546#22A
546;O;22F;(see qualifier description);F or H;546#22F
546;O;22H;(see qualifier description);F or H;546#22H
546;M;23G;Function of the Message;4!c[/4!c];546#23G
546;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];546#35B
546;O;36B;(see qualifier description);:4!c//4!c/15d;546#36B
546;O;70A;(see qualifier description);C, D, or E;546#70A
546;O;70C;(see qualifier description);C, D, or E;546#70C
546;O;70D;(see qualifier description);C, D, or E;546#70D
546;O;70E;(see qualifier description);C, D, or E;546#70E
546;O;90A;Deal Price;A or B;546#90A
546;O;90B;Deal Price;A or B;546#90B
546;O;92A;(see qualifier description);:4!c//[N]15d;546#92A
546;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;546#92B
546;O;94A;(see qualifier description);B, H, or L;546#94A
546;O;94B;(see qualifier description);B, H, or L;546#94B
546;O;94H;(see qualifier description);B, H, or L;546#94H
546;O;94L;(see qualifier description);B, H, or L;546#94L
546;O;95A;(see qualifier description);L, P, or R;546#95A
546;O;95L;(see qualifier description);L, P, or R;546#95L
546;O;95P;(see qualifier description);L, P, or R;546#95P
546;O;95R;(see qualifier description);L, P, or R;546#95R
546;M;97A;(see qualifier description);A, B, or E;546#97A
546;M;97B;(see qualifier description);A, B, or E;546#97B
546;M;97E;(see qualifier description);A, B, or E;546#97E
546;O;98A;Preparation Date/Time;A, C, or E;546#98A
546;O;98C;Preparation Date/Time;A, C, or E;546#98C
546;O;98E;Preparation Date/Time;A, C, or E;546#98E
546;O;99A;Number of Days Accrued;:4!c//[N]3!n;546#99A
546;O;99B;(see qualifier description);:4!c//3!n;546#99B
547;O;11A;Currency of Denomination;:4!c//3!a;547#11A
547;O;12A;(see qualifier description);A, B, or C;547#12A
547;O;12B;(see qualifier description);A, B, or C;547#12B
